交易号                  ,商户订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     
"2018011121001004330291972145	","21039111693899      	",2018/1/11 8:51,2018/1/11 8:51,2018/1/11 8:51,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京便利蜂连锁商业有限公司   ,便利蜂购物               ,7.4,支出      ,交易成功    ,0,0,                    ,已支出      
"20180111310500101000330071339827	","20180111310500501000330044705844	",2018/1/11 2:07,2018/1/11 2:07,2018/1/11 2:07,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,13,        ,交易成功    ,0,0,                    ,资金转移     
"2018011021001004330289080760	","6105108102138924    	",2018/1/10 13:09,2018/1/10 13:09,2018/1/10 13:09,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京快方科技有限公司      ,快方送药                ,35.4,支出      ,交易成功    ,0,0,                    ,已支出      
"20180110200040011100960093797977	","20180110272042927202532689676253	",2018/1/10 12:58,2018/1/10 12:58,2018/1/10 12:58,支付宝网站     ,即时到账交易          ,岩岩              ,早餐补助                ,5,收入      ,交易成功    ,0,0,早餐补助                ,已收入      
"2018011021001004330288827190	","10000115155596640000052535533577	",2018/1/10 12:47,2018/1/10 12:47,2018/1/10 12:47,其他（包括阿里巴巴和外部商家）,即时到账交易          ,多点新鲜（北京）电子商务有限公司,多点-订单编号：52535533577 ,16.05,支出      ,交易成功    ,0,0,                    ,已支出      
"2018011021001004330289418921	","TQP004330b750b32d79ea458c8f2db19028a31b52	",2018/1/10 12:18,2018/1/10 12:19,2018/1/10 12:20,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*彦霞             ,收款                  ,16.79,支出      ,交易成功    ,0,0,                    ,已支出      
"20180110200040011100960093817525	","20180110061116326053967116137551	",2018/1/10 12:08,2018/1/10 12:08,2018/1/10 12:08,支付宝网站     ,即时到账交易          ,岩岩              ,转账                  ,8,收入      ,交易成功    ,0,0,转账                  ,已收入      
"2018011021001004330288765455	","21039008976946      	",2018/1/10 8:53,2018/1/10 8:53,2018/1/10 8:53,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京便利蜂连锁商业有限公司   ,便利蜂购物               ,7.47,支出      ,交易成功    ,0,0,                    ,已支出      
"20180110310500101000330070738068	","20180110310500501000330044241895	",2018/1/10 2:07,2018/1/10 2:07,2018/1/10 2:07,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,8,        ,交易成功    ,0,0,                    ,资金转移     
"20180109200040011100960092978081	","20180109499112875717646313426701	",2018/1/9 12:27,2018/1/9 12:27,2018/1/9 12:27,支付宝网站     ,即时到账交易          ,岩岩              ,转账                  ,8,收入      ,交易成功    ,0,0,转账                  ,已收入      
"2018010929020848330151280160	","                    	",2018/1/9 9:28,2018/1/9 9:28,2018/1/9 9:28,支付宝网站     ,即时到账交易          ,花呗              ,自动还款-花呗2018年01月账单   ,240.66,        ,还款成功    ,0,0,                    ,资金转移     
"2018010921001004330284911673	","21038944865420      	",2018/1/9 8:48,2018/1/9 8:48,2018/1/9 8:48,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京便利蜂连锁商业有限公司   ,便利蜂购物               ,9.07,支出      ,交易成功    ,0,0,                    ,已支出      
"20180109310500101000330070308352	","20180109310500501000330043864688	",2018/1/9 2:07,2018/1/9 2:07,2018/1/9 2:07,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,0.31,        ,交易成功    ,0,0,                    ,资金转移     
"20180108110070001502330043332044	","18010833101498388843	",2018/1/8 15:27,2018/1/8 15:27,2018/1/8 15:27,支付宝网站     ,即时到账交易          ,支付宝推荐赏金         ,支付宝推荐赏金             ,0.31,收入      ,交易成功    ,0,0,支付宝推荐赏金             ,已收入      
"2018010721001004330281651875_8095897	","10000115153156230000052110296377	",2018/1/7 17:15,                    ,2018/1/7 17:15,其他（包括阿里巴巴和外部商家）,即时到账交易          ,多点新鲜（北京）电子商务有限公司,退款-多点-订单编号：52110296377,4.73,收入      ,退款成功    ,0,0,                    ,已收入      
"2018010721001004330281651875	","10000115153156230000052110296377	",2018/1/7 17:00,2018/1/7 17:00,2018/1/7 17:15,其他（包括阿里巴巴和外部商家）,即时到账交易          ,多点新鲜（北京）电子商务有限公司,多点-订单编号：52110296377 ,66.86,支出      ,交易成功    ,0,0,                    ,已支出      
"2018010721001004330280552471	","10000115153145480000052104000377	",2018/1/7 16:42,2018/1/7 16:42,2018/1/7 16:42,其他（包括阿里巴巴和外部商家）,即时到账交易          ,多点新鲜（北京）电子商务有限公司,多点-订单编号：52104000377 ,16.11,支出      ,交易成功    ,0,0,                    ,已支出      
"2018010721001001330278219403	","T200P111723144033558587	",2018/1/7 12:56,2018/1/7 12:56,2018/1/7 15:52,淘宝        ,支付宝担保交易         ,北久母婴专营店         ,汇乐摇摆鹅儿童会说话唱歌跳舞鸭子电动万向1-2-3岁早教益智玩具,79,支出      ,等待确认收货  ,0,0,                    ,已支出      
"2018010721001004330280223536	","214108445801311515289638	",2018/1/7 9:47,2018/1/7 9:47,2018/1/7 9:47,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团/大众点评         ,美团订单-214108445801311515289638,99,支出      ,交易成功    ,0,0,                    ,已支出      
"20180107310500101000330069420660	","20180107310500501000330043173805	",2018/1/7 2:07,2018/1/7 2:07,2018/1/7 2:07,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,1.2,        ,交易成功    ,0,0,                    ,资金转移     
"2018010621001004330277345542	","TQP00433065c2aacd940e40228755cca6b15d0d51	",2018/1/6 16:11,2018/1/6 16:11,2018/1/6 16:12,其他（包括阿里巴巴和外部商家）,即时到账交易          ,蓝天飛鹰            ,收款                  ,9.67,支出      ,交易成功    ,0,0,                    ,已支出      
"2018010621001004330276937818	","2018010609384694097756	",2018/1/6 9:38,2018/1/6 9:38,2018/1/6 9:38,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京东升天保堂连锁药店有限公司 ,北京东升天保堂药店好药多二分店     ,15.5,支出      ,交易成功    ,0,0,                    ,已支出      
"20180106110070001502330041054179	","18010633101480393109	",2018/1/6 8:34,2018/1/6 8:34,2018/1/6 8:34,支付宝网站     ,即时到账交易          ,支付宝推荐赏金         ,支付宝推荐赏金             ,1.2,收入      ,交易成功    ,0,0,支付宝推荐赏金             ,已收入      
"20180106310500101000330069180049	","20180106310500501000330042930997	",2018/1/6 2:08,2018/1/6 2:08,2018/1/6 2:08,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,0.3,        ,交易成功    ,0,0,                    ,资金转移     
"20180105110070001502330040276450	","18010533101474861355	",2018/1/5 11:35,2018/1/5 11:35,2018/1/5 11:35,支付宝网站     ,即时到账交易          ,支付宝推荐赏金         ,支付宝推荐赏金             ,0.3,收入      ,交易成功    ,0,0,支付宝推荐赏金             ,已收入      
"20180105310500101000330068757681	","20180105310500501000330042330030	",2018/1/5 2:08,2018/1/5 2:08,2018/1/5 2:08,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,12.42,        ,交易成功    ,0,0,                    ,资金转移     
"20180104110070001502330039556196	","18010433101469482662	",2018/1/4 16:42,2018/1/4 16:42,2018/1/4 16:42,支付宝网站     ,即时到账交易          ,支付宝推荐赏金         ,支付宝推荐赏金             ,3.8,收入      ,交易成功    ,0,0,支付宝推荐赏金             ,已收入      
"20180104110070001502330039352211	","18010433101467615286	",2018/1/4 12:18,2018/1/4 12:18,2018/1/4 12:18,支付宝网站     ,即时到账交易          ,支付宝推荐赏金         ,支付宝推荐赏金             ,0.31,收入      ,交易成功    ,0,0,支付宝推荐赏金             ,已收入      
"2018010421001004330270594852	","mbuyer002_263949435983480192263015321218585556626	",2018/1/4 12:17,2018/1/4 12:18,2018/1/4 12:18,其他（包括阿里巴巴和外部商家）,即时到账交易          ,老汤牛肉(鼎好店)       ,老汤牛肉(鼎好店)           ,16.69,支出      ,交易成功    ,0,0,                    ,已支出      
"20180104110070001502330039152889	","18010433101466399791	",2018/1/4 10:08,2018/1/4 10:08,2018/1/4 10:08,支付宝网站     ,即时到账交易          ,支付宝推荐赏金         ,支付宝推荐赏金             ,0.31,收入      ,交易成功    ,0,0,支付宝推荐赏金             ,已收入      
"20180104200040011100960088855084	","20180104718204442553143933687043	",2018/1/4 9:39,2018/1/4 9:39,2018/1/4 9:39,支付宝网站     ,即时到账交易          ,岩岩              ,转账                  ,8,收入      ,交易成功    ,0,0,转账                  ,已收入      
"20180104200040011100330086624148	","20180104722239088207108722789733	",2018/1/4 9:24,2018/1/4 9:24,2018/1/4 9:24,支付宝网站     ,即时到账交易          ,菠菜(张禹新)         ,转账                  ,200,支出      ,交易成功    ,0,0,转账                  ,已支出      
"2018010421001004330269606602	","21038448546990      	",2018/1/4 9:05,2018/1/4 9:05,2018/1/4 9:05,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京便利蜂连锁商业有限公司   ,便利蜂购物               ,14.39,支出      ,交易成功    ,0,0,                    ,已支出      
"20180104200040011100330086637414	","20180104992584201979324677645442	",2018/1/4 8:58,2018/1/4 8:58,2018/1/4 8:58,支付宝网站     ,即时到账交易          ,岩岩(张岩岩)         ,转账                  ,14,支出      ,交易成功    ,0,0,转账                  ,已支出      
"20180104310500101000330068431402	","20180104310500501000330042237840	",2018/1/4 2:07,2018/1/4 2:07,2018/1/4 2:07,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,4.69,        ,交易成功    ,0,0,                    ,资金转移     
"20180103110070001502330038877751	","18010333101463699489	",2018/1/3 22:10,2018/1/3 22:10,2018/1/3 22:10,支付宝网站     ,即时到账交易          ,支付宝推荐赏金         ,支付宝推荐赏金             ,0.31,收入      ,交易成功    ,0,0,支付宝推荐赏金             ,已收入      
"20180103110070001502330038711088	","18010333101462485669	",2018/1/3 19:15,2018/1/3 19:15,2018/1/3 19:15,支付宝网站     ,即时到账交易          ,支付宝推荐赏金         ,支付宝推荐赏金             ,0.33,收入      ,交易成功    ,0,0,支付宝推荐赏金             ,已收入      
"20180103110070001502330038340528	","18010333101458764895	",2018/1/3 12:25,2018/1/3 12:25,2018/1/3 12:25,支付宝网站     ,即时到账交易          ,支付宝推荐赏金         ,支付宝推荐赏金             ,4.05,收入      ,交易成功    ,0,0,支付宝推荐赏金             ,已收入      
"20180103200040011100330085839517	","                    	",2018/1/3 12:22,2018/1/3 12:22,2018/1/3 12:22,支付宝网站     ,即时到账交易          ,辉煌美食            ,收款                  ,12,支出      ,交易成功    ,0,0,收款                  ,已支出      
"2018010221001004330261038728	","21038219157373      	",2018/1/2 9:02,2018/1/2 9:02,2018/1/2 9:02,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京便利蜂连锁商业有限公司   ,便利蜂购物               ,5,支出      ,交易成功    ,0,0,                    ,已支出      
"2018010121001004330257292218	","10000115147955730000051069029677	",2018/1/1 16:32,2018/1/1 16:32,2018/1/1 16:32,其他（包括阿里巴巴和外部商家）,即时到账交易          ,多点新鲜（北京）电子商务有限公司,多点-订单编号：51069029677 ,63.05,支出      ,交易成功    ,0,0,                    ,已支出      
"2017123121001004330251298184	","2017123111155911838926	",2017/12/31 11:15,2017/12/31 11:15,2017/12/31 11:15,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京东升天保堂连锁药店有限公司 ,北京东升天保堂药店好药多二分店     ,88.12,支出      ,交易成功    ,0,0,                    ,已支出      
"2017122821001004330236109727	","mbuyer002_251176625747641045857709521503271706298	",2017/12/28 12:19,2017/12/28 12:19,2017/12/28 12:19,其他（包括阿里巴巴和外部商家）,即时到账交易          ,云南过桥米线(正兴美食街店)  ,云南过桥米线(正兴美食街店)      ,11.15,支出      ,交易成功    ,0,0,                    ,已支出      
"2017122621001004330225708503	","TQP004330d84352e463ba454f9a6568ca8e75708a	",2017/12/26 12:06,2017/12/26 12:06,2017/12/26 12:16,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*帅              ,收款                  ,12,支出      ,交易成功    ,0,0,                    ,已支出      
"2017122521001004330220781044	","41514175303970752   	",2017/12/25 12:15,2017/12/25 12:15,2017/12/25 12:15,其他（包括阿里巴巴和外部商家）,即时到账交易          ,辉煌时代餐厅(员工餐厅)    ,辉煌时代员工餐厅            ,15.5,支出      ,交易成功    ,0,0,                    ,已支出      
"2017122421001004330214472986	","P5011703111201712241049135206	",2017/12/24 10:49,2017/12/24 10:49,2017/12/24 10:49,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京东升天保堂连锁药店有限公司 ,北京东升天保堂药店好药多二分店     ,26.82,支出      ,交易成功    ,0,0,                    ,已支出      
"2017122421001001330212553838	","T200P106175423701558587	",2017/12/24 10:17,2017/12/24 10:17,2018/1/3 14:10,淘宝        ,支付宝担保交易         ,舒妃商贸            ,宝宝护肚围婴儿肚兜秋冬纯棉裹肚子护肚衣新生儿护肚脐带儿童腹围,25.8,支出      ,交易成功    ,0,0,                    ,已支出      
"2017122321001004330209760383	","10000115139994620000049339149277	",2017/12/23 11:24,2017/12/23 11:24,2017/12/23 11:24,其他（包括阿里巴巴和外部商家）,即时到账交易          ,多点新鲜（北京）电子商务有限公司,多点-订单编号：49339149277 ,39.9,支出      ,交易成功    ,0,0,                    ,已支出      
"2017122321001004330209717646	","2000011513998019EXT0000005151229	",2017/12/23 11:00,2017/12/23 11:00,2017/12/23 11:00,其他（包括阿里巴巴和外部商家）,即时到账交易          ,多点新鲜（北京）电子商务有限公司,多点-订单编号：20171223105937-1609-15-8644,36.61,支出      ,交易成功    ,0,0,                    ,已支出      
"2017122321001004330210245292	","10000115139972400000049329048477	",2017/12/23 10:47,2017/12/23 10:47,2017/12/23 10:47,其他（包括阿里巴巴和外部商家）,即时到账交易          ,多点新鲜（北京）电子商务有限公司,多点-订单编号：49329048477 ,9.36,支出      ,交易成功    ,0,0,                    ,已支出      
"2017122221001004330205834334	","TQP0043307b6a08d381964ed2ba60a7c21527b425	",2017/12/22 12:05,2017/12/22 12:06,2017/12/22 12:14,其他（包括阿里巴巴和外部商家）,即时到账交易          ,张根平             ,收款                  ,10.62,支出      ,交易成功    ,0,0,                    ,已支出      
"20171222310500101000330062613008	","20171222310500501000330037846124	",2017/12/22 2:07,2017/12/22 2:07,2017/12/22 2:07,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,14.57,        ,交易成功    ,0,0,                    ,资金转移     
"2017122121001004330201585543	","TQP0043309d74a3d72ae14f5ba082881343d1495e	",2017/12/21 12:03,2017/12/21 12:03,2017/12/21 12:11,其他（包括阿里巴巴和外部商家）,即时到账交易          ,张根平             ,收款                  ,11.43,支出      ,交易成功    ,0,0,                    ,已支出      
"20171221200040011100960075921262	","20171221399095261367317602696013	",2017/12/21 11:22,2017/12/21 11:22,2017/12/21 11:22,支付宝网站     ,即时到账交易          ,岩岩              ,转账                  ,26,收入      ,交易成功    ,0,0,转账                  ,已收入      
"2017122121001004330201521449	","6105217102565817    	",2017/12/21 10:05,2017/12/21 10:05,2017/12/21 10:05,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京快方科技有限公司      ,快方送药                ,39.5,支出      ,交易成功    ,0,0,                    ,已支出      
"2017121921001004330293258369	","51513656502491467   	",2017/12/19 12:08,2017/12/19 12:08,2017/12/19 12:08,其他（包括阿里巴巴和外部商家）,即时到账交易          ,辉煌时代餐厅(员工餐厅)    ,辉煌时代员工餐厅            ,13.5,支出      ,交易成功    ,0,0,                    ,已支出      
"2017121821001004330289148205	","TQP0043307b105dcc0ec54d7cbe4a5bee82f0a348	",2017/12/18 12:05,2017/12/18 12:06,2017/12/18 12:13,其他（包括阿里巴巴和外部商家）,即时到账交易          ,张根平             ,收款                  ,12,支出      ,交易成功    ,0,0,                    ,已支出      
"2017121621001004330280947538	","2000011513408362EXT0000004707340	",2017/12/16 15:12,2017/12/16 15:12,2017/12/16 15:12,其他（包括阿里巴巴和外部商家）,即时到账交易          ,多点新鲜（北京）电子商务有限公司,多点-订单编号：20171216151211-1609-4-5913,28.35,支出      ,交易成功    ,0,0,                    ,已支出      
"20171216200040011100330069209682	","20171216522316750835075095887432	",2017/12/16 10:02,2017/12/16 10:02,2017/12/16 10:02,支付宝网站     ,即时到账交易          ,妞子美(徐淑明)        ,转账                  ,2076,支出      ,交易成功    ,0,0,转账                  ,已支出      
"2017121321001004335231982952	","02238020171213123138027363527388	",2017/12/13 12:33,2017/12/13 12:33,2017/12/13 12:33,其他（包括阿里巴巴和外部商家）,即时到账交易          ,7-11(北京海淀辉煌时代大厦店),支付宝支付               ,11.5,支出      ,交易成功    ,0,0,                    ,已支出      
"2017121321001004335308524290	","TQP004330fdf3caf9fe0f4dea9a52e40d4df93606	",2017/12/13 12:08,2017/12/13 12:08,2017/12/13 12:08,其他（包括阿里巴巴和外部商家）,即时到账交易          ,张根平             ,收款                  ,12,支出      ,交易成功    ,0,0,                    ,已支出      
"2017121221001004330567906525	","20171212171033657538	",2017/12/12 17:10,2017/12/12 17:10,2017/12/12 17:10,其他（包括阿里巴巴和外部商家）,即时到账交易          ,联动优势科技有限公司      ,北京一卡通充值             ,100,支出      ,交易成功    ,0,0,                    ,已支出      
"2017120929020841330143529858	","                    	",2017/12/9 12:43,2017/12/9 12:43,2017/12/9 12:43,支付宝网站     ,即时到账交易          ,花呗              ,主动还款-花呗2017年12月账单   ,1264.3,        ,还款成功    ,0,0,                    ,资金转移     
"2017120929020848330142928161	","                    	",2017/12/9 9:27,2017/12/9 9:27,2017/12/9 9:27,支付宝网站     ,即时到账交易          ,花呗              ,自动还款-花呗2017年12月账单   ,1.22,        ,还款成功    ,0,0,                    ,资金转移     
"2017113021001004330540934251	","17113020135336481001	",2017/11/30 10:24,2017/11/30 10:24,2017/11/30 10:24,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,玉祥府三品小馆外卖订单         ,9.9,支出      ,交易成功    ,0,0,                    ,已支出      
"2017112921001004330539264569	","17112920134724558301	",2017/11/29 10:05,2017/11/29 10:05,2017/11/29 10:05,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,二十五块半（中关村店）外卖订单     ,17.9,支出      ,交易成功    ,0,0,                    ,已支出      
"2017112721001004335333082906	","TQP0043308cb3b79b91f64427b28209a4a7a37d23	",2017/11/27 12:11,2017/11/27 12:11,2017/11/27 12:11,其他（包括阿里巴巴和外部商家）,即时到账交易          ,张根平             ,收款                  ,11.85,支出      ,交易成功    ,0,0,                    ,已支出      
"2017112621001004335254006444	","210_201711262598464601606933	",2017/11/26 15:13,2017/11/26 15:13,2017/11/26 15:13,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行科技有限公司      ,滴滴快车-庞新森师傅          ,16.39,支出      ,交易成功    ,0,0,                    ,已支出      
"2017112421001004330531775303	","M2017112471912722   	",2017/11/24 20:04,2017/11/24 20:04,2017/11/24 20:04,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,9,支出      ,交易成功    ,0,0,                    ,已支出      
"2017112421001004330531843187	","M2017112471910802   	",2017/11/24 20:03,2017/11/24 20:03,2017/11/24 20:03,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,23.5,支出      ,交易成功    ,0,0,                    ,已支出      
"2017112421001104335247257225	","105_201711248142225401616269	",2017/11/24 6:37,2017/11/24 6:37,2017/11/24 6:37,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京小桔科技有限公司      ,滴滴打车-王波师傅           ,10,支出      ,交易成功    ,0,0,                    ,已支出      
"2017112321001104335321849315	","TQP001330d1155ddc05db4b96b67be2c366c62621	",2017/11/23 20:13,2017/11/23 20:13,2017/11/23 20:13,其他（包括阿里巴巴和外部商家）,即时到账交易          ,刘春永             ,刘春永                 ,8.87,支出      ,交易成功    ,0,0,                    ,已支出      
"20171121312151099331 	","                    	",2017/11/21 9:05,                    ,2017/11/21 9:05,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.11.20-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"2017112121001104335235615372	","150_1_800813C58E5E7B5_5A136705	",2017/11/21 7:36,2017/11/21 7:36,2017/11/21 7:36,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京小桔科技有限公司      ,滴滴车费-车主             ,23.7,支出      ,交易成功    ,0,0,                    ,已支出      
"2017112021001104330522388793	","TQP001330644e7f038782445e8b4cb26b4bff350a	",2017/11/20 12:06,2017/11/20 12:06,2017/11/20 12:07,其他（包括阿里巴巴和外部商家）,即时到账交易          ,张根平             ,张根平                 ,10,支出      ,交易成功    ,0,0,                    ,已支出      
"20171120200040011100330048013921	","20171120831840491086545284530244	",2017/11/20 10:04,2017/11/20 10:04,2017/11/20 10:04,支付宝网站     ,即时到账交易          ,岩岩(张岩岩)         ,转账                  ,5.2,支出      ,交易成功    ,0,0,转账                  ,已支出      
"20171120200040011100330048083281	","20171120925703505371449136602554	",2017/11/20 9:54,2017/11/20 9:54,2017/11/20 9:54,支付宝网站     ,即时到账交易          ,菠菜(张禹新)         ,转账                  ,7000,支出      ,交易成功    ,0,0,转账                  ,已支出      
"20171120200040011100330048058407	","20171120943509831421732107705449	",2017/11/20 9:53,2017/11/20 9:54,2017/11/20 9:54,支付宝网站     ,即时到账交易          ,菠菜(张禹新)         ,转账                  ,8000,支出      ,交易成功    ,0,0,转账                  ,已支出      
"20171120307174253331 	","                    	",2017/11/20 4:08,                    ,2017/11/20 4:08,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.11.19-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"2017111921001104330519322188	","TQP0013300a938e9c993643acb007db021430f669	",2017/11/19 17:23,2017/11/19 17:23,2017/11/19 17:24,其他（包括阿里巴巴和外部商家）,即时到账交易          ,张亚楠             ,张亚楠                 ,4,支出      ,交易成功    ,0,0,                    ,已支出      
"2017111921001104330518126610	","TQP00433027bd969d44594688a7320bd88c0aad5e	",2017/11/19 16:16,2017/11/19 16:16,2017/11/19 16:17,其他（包括阿里巴巴和外部商家）,即时到账交易          ,万民              ,收款                  ,18,支出      ,交易成功    ,0,0,                    ,已支出      
"2017111921001104330518996884	","2000011511079273EXT0000002862266	",2017/11/19 16:14,2017/11/19 16:14,2017/11/19 16:14,其他（包括阿里巴巴和外部商家）,即时到账交易          ,多点新鲜（北京）电子商务有限公司,多点-订单编号：20171119161309-1609-4-7000,97.23,支出      ,交易成功    ,0,0,                    ,已支出      
"2017111121001001335251927609*T200P88984574216558587	","T200P88984574216558587	",2017/11/19 11:06,2017/11/19 11:06,2017/11/19 11:06,淘宝        ,即时到账交易          ,博朗生活电器旗舰店       ,退款-【双11狂欢价】Braun/博朗 MQ525多功能料理机宝宝婴儿辅食手持家用搅拌料理棒 等多件,49,收入      ,退款成功    ,0,0,                    ,已收入      
"20171119306748649331 	","                    	",2017/11/19 7:42,                    ,2017/11/19 7:42,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.11.18-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"20171118304754544331 	","                    	",2017/11/18 9:03,                    ,2017/11/18 9:03,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.11.17-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"2017111721001104330512502938	","TQP0043304002aec28b0646aea8c30087cbbc1f91	",2017/11/17 12:05,2017/11/17 12:05,2017/11/17 12:06,其他（包括阿里巴巴和外部商家）,即时到账交易          ,张根平             ,收款                  ,11.7,支出      ,交易成功    ,0,0,                    ,已支出      
"20171117300867130331 	","                    	",2017/11/17 5:00,                    ,2017/11/17 5:00,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.11.16-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"20171116200040011100330045619496	","20171116783140692372120144121817	",2017/11/16 17:17,2017/11/16 17:17,2017/11/16 17:17,支付宝网站     ,即时到账交易          ,岩岩(张岩岩)         ,转账                  ,5,支出      ,交易成功    ,0,0,转账                  ,已支出      
"20171116300090399331 	","                    	",2017/11/16 7:09,                    ,2017/11/16 7:09,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.11.15-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"2017111521001104330506593158	","TQP0043306c4186dac87b4eb3be528f5144824c12	",2017/11/15 12:08,2017/11/15 12:08,2017/11/15 12:09,其他（包括阿里巴巴和外部商家）,即时到账交易          ,张根平             ,收款                  ,12,支出      ,交易成功    ,0,0,                    ,已支出      
"20171115200040011100330044462663	","20171115857967477099073167698303	",2017/11/15 9:23,2017/11/15 9:23,2017/11/15 9:23,支付宝网站     ,即时到账交易          ,岩岩(张岩岩)         ,转账                  ,5.5,支出      ,交易成功    ,0,0,转账                  ,已支出      
"2017111521001104330504471216	","20171115070801212237	",2017/11/15 7:08,2017/11/15 7:08,2017/11/15 7:08,其他（包括阿里巴巴和外部商家）,即时到账交易          ,联动优势科技有限公司      ,北京一卡通充值             ,100,支出      ,交易成功    ,0,0,                    ,已支出      
"20171115397518958331 	","                    	",2017/11/15 5:42,                    ,2017/11/15 5:42,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.11.14-收益发放 ,0.02,收入      ,交易成功    ,0,0,                    ,已收入      
"20171114200040011100330043836804	","20171114702241432563540626395050	",2017/11/14 10:11,2017/11/14 10:12,2017/11/14 10:12,支付宝网站     ,即时到账交易          ,阿然(王然)          ,转账                  ,20000,支出      ,交易成功    ,0,0,转账                  ,已支出      
"20171114200040011100330043809696	","20171114957773939021687324410107	",2017/11/14 8:54,2017/11/14 8:55,2017/11/14 8:55,支付宝网站     ,即时到账交易          ,岩岩(张岩岩)         ,转账                  ,5.5,支出      ,交易成功    ,0,0,转账                  ,已支出      
"20171114395801495331 	","                    	",2017/11/14 7:41,                    ,2017/11/14 7:41,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.11.13-收益发放 ,0.03,收入      ,交易成功    ,0,0,                    ,已收入      
"2017111321001104330500209501	","TQP004330723a59b552214888bcf789a23ae83292	",2017/11/13 12:04,2017/11/13 12:04,2017/11/13 12:05,其他（包括阿里巴巴和外部商家）,即时到账交易          ,张根平             ,收款                  ,12,支出      ,交易成功    ,0,0,                    ,已支出      
"20171113200040011100330043193179	","20171113388482606421947519778508	",2017/11/13 11:12,2017/11/13 11:12,2017/11/13 11:12,支付宝网站     ,即时到账交易          ,财英(钟财英)         ,转账                  ,1005,支出      ,交易成功    ,0,0,转账                  ,已支出      
"20171113200040011100330043101789	","20171113306190886270470787316717	",2017/11/13 9:12,2017/11/13 9:12,2017/11/13 9:12,支付宝网站     ,即时到账交易          ,岩岩(张岩岩)         ,转账                  ,5,支出      ,交易成功    ,0,0,转账                  ,已支出      
"20171113393874042331 	","                    	",2017/11/13 8:53,                    ,2017/11/13 8:53,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.11.12-收益发放 ,0.13,收入      ,交易成功    ,0,0,                    ,已收入      
"2017111221001104330597091371	","210_201711122454394601652972	",2017/11/12 14:49,2017/11/12 14:49,2017/11/12 14:49,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行科技有限公司      ,滴滴快车-强磊师傅           ,7.41,支出      ,交易成功    ,0,0,                    ,已支出      
